Model Year_x,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,weight_x,實際碳排,實際挑選,預測碳排,預測挑選
2022,Bentley,Continental GT Convertible Speed,Minicompact,6,12,AM8,5322,395,0,366.9464,0
2022,Bentley,Continental GT Speed,Subcompact,6,12,AM8,5322,379,0,366.9464,0
2022,MINI,Cooper 3 Door,Subcompact,1.5,3,M6,2701,177,0,171.16475,0
2022,MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,2701,170,0,171.16475,0
2022,MINI,Cooper 5 Door,Subcompact,1.5,3,M6,2826,177,0,174.20471,0
2022,MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,2826,170,0,174.20471,0
2022,MINI,Cooper Convertible,Minicompact,1.5,3,M6,3018,177,0,143.3843,0
2022,MINI,Cooper Convertible,Minicompact,1.5,3,AM7,3018,170,0,143.3843,0
2022,MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,3618,211,0,196.6949,0
2022,MINI,Cooper S 3 Door,Subcompact,2,4,M6,2824,211,0,203.70938,0
2022,MINI,Cooper S 3 Door,Subcompact,2,4,AM7,2866,174,0,193.65793,0
2022,MINI,Cooper S 5 Door,Subcompact,2,4,M6,2987,211,0,199.7661,0
2022,MINI,Cooper S 5 Door,Subcompact,2,4,AM7,2826,174,0,203.70938,0
2022,MINI,Cooper S Clubman ALL4,Mid-size,2,4,AS8,3534,207,0,211.0219,0
2022,MINI,Cooper S Convertible,Minicompact,2,4,M6,3120,205,0,208.36638,0
2022,MINI,Cooper S Convertible,Minicompact,2,4,AM7,3018,182,0,197.92175,0
2022,MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,3618,212,0,207.29144,0
2022,Toyota,Corolla,Compact,2,4,M6,3055,172,0,189.72502,0
2022,Toyota,Corolla,Compact,1.8,4,AV,3060,166,0,173.06926,0
2022,Toyota,Corolla,Compact,1.8,4,M6,3060,165,0,173.06926,0
2022,Toyota,Corolla,Compact,2,4,AV10,3110,159,0,199.69812,0
2022,Toyota,Corolla Apex Edition,Compact,2,4,AV10,3110,164,0,199.69812,0
2022,Toyota,Corolla Cross,SUV: Small,2,4,AV10,1170,171,0,186.17241,0
2022,Toyota,Corolla Cross AWD,SUV: Small,2,4,AV10,1170,182,0,186.17241,0
2022,Toyota,Corolla Hatchback,Compact,2,4,M6,3060,179,0,189.72502,0
2022,Toyota,Corolla Hatchback,Compact,2,4,AV10,3060,159,0,189.72502,0
2022,Toyota,Corolla Hybrid,Compact,1.8,4,AV,2850,106,0,175.56604,0
2022,Toyota,Corolla XLE,Compact,1.8,4,AV,3045,170,0,173.06926,0
2022,Toyota,Corolla XSE,Compact,2,4,AV10,3060,164,0,189.72502,0
2022,Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,4532,232,0,238.37715,0
2022,Lincoln,Corsair AWD,SUV: Small,2,4,AS8,3703,229,0,215.99487,0
2022,Chevrolet,Corvette,Two-seater,6.2,8,AS8,3366,297,1,325.7302,1
2022,Subaru,Crosstrek AWD,SUV: Small,2,4,M6,3117,220,0,208.36638,0
2022,Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,3265,188,0,259.70514,1
2022,Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,3188,184,0,210.13373,0
2022,Honda,CR-V,SUV: Small,1.5,4,AV,3337,180,0,179.2599,0
2022,Honda,CR-V AWD,SUV: Small,1.5,4,AV,3470,189,0,204.79381,0
2022,Cadillac,CT4,Compact,2.7,4,AS10,3422,221,0,234.1516,0
2022,Cadillac,CT4,Compact,2,4,AS8,3422,206,0,212.89659,0
2022,Cadillac,CT4 AWD,Compact,2.7,4,AS10,3422,233,0,234.1516,0
2022,Cadillac,CT4 AWD,Compact,2,4,AS8,3422,216,0,212.89659,0
2022,Cadillac,CT4-V,Compact,2.7,4,AS10,3616,239,0,265.3938,0
2022,Cadillac,CT4-V AWD,Compact,2.7,4,AS10,3761,244,0,272.3434,0
2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,3860,303,1,277.40842,0
2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,3860,297,1,277.40842,0
2022,Cadillac,CT5,Mid-size,3,6,AS10,3659,252,0,282.77304,0
2022,Cadillac,CT5,Mid-size,2,4,AS10,3659,207,0,217.16357,0
2022,Cadillac,CT5 AWD,Mid-size,3,6,AS10,3659,260,0,282.77304,0
2022,Cadillac,CT5 AWD,Mid-size,2,4,AS10,3659,222,0,217.16357,0
2022,Cadillac,CT5-V,Mid-size,3,6,AS10,3975,258,0,284.7482,0
2022,Cadillac,CT5-V AWD,Mid-size,3,6,AS10,4145,260,0,284.74487,0
2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,M6,4123,356,1,341.4857,1
2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,AS10,4123,346,1,341.4857,1
2022,Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,6069,386,0,369.11343,0
2022,Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,6171,386,0,374.62286,0
2022,Mazda,CX-3,Compact,2,4,AS6,2729,179,0,171.58925,0
2022,Mazda,CX-3 (SIL),Compact,2,4,M6,2729,186,0,171.58925,0
2022,Mazda,CX-3 4WD,Compact,2,4,AS6,2954,189,0,208.6483,0
2022,Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,3379,208,0,189.58585,0
2022,Mazda,CX-30 4WD,SUV: Small,2,4,AS6,3426,202,0,212.89659,0
2022,Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,3505,220,0,196.86441,0
2022,Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,3717,216,0,216.19884,0
2022,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,3717,209,0,216.19884,0
2022,Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,3791,230,0,241.91422,1
2022,Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,4307,243,0,206.95699,0
2022,Aston Martin,DB11 V12,Minicompact,5.2,12,A8,4134,324,0,324.1731,0
2022,Aston Martin,DB11 V8,Minicompact,4,8,A8,3880,271,0,291.3989,0
2022,Aston Martin,DBS V12,Minicompact,5.2,12,A8,4068,324,0,321.97656,0
2022,Aston Martin,DBX V8,SUV: Standard,4,8,A9,3880,343,0,291.3989,0
2022,Land Rover,Defender 110 5.0L V8,SUV: Standard,5,8,AS8,5735,350,0,337.87302,0
2022,Land Rover,Defender 110 P300,SUV: Standard,2,4,AS8,5278,306,0,221.8313,0
2022,Land Rover,Defender 110 P400,SUV: Standard,3,6,AS8,5035,287,0,309.42264,0
2022,Land Rover,Defender 90 5.0L V8,SUV: Standard,5,8,AS8,5445,339,0,337.01624,0
2022,Land Rover,Defender 90 P300,SUV: Standard,2,4,AS8,7716,289,0,221.51227,0
2022,Land Rover,Defender 90 P400,SUV: Standard,3,6,AS8,4780,287,0,289.94916,0
2022,Land Rover,Discovery P300,SUV: Standard,2,4,AS8,4865,271,0,252.23206,0
2022,Land Rover,Discovery P360,SUV: Standard,3,6,AS8,5160,270,0,300.47217,0
2022,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,4689,331,0,312.63336,0
2022,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,4689,265,0,301.32346,0
2022,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,5378,363,1,369.66602,1
2022,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,3924,229,0,222.33153,0
2022,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3,6,A9,4530,229,0,286.09958,0
2022,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,4537,233,0,286.09958,0
2022,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,4603,225,0,281.64587,0
2022,Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3,6,A9,4222,218,0,283.16144,0
2022,Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,3506,216,0,203.71211,0
2022,Ford,EcoSport AWD,SUV: Small,2,4,AS6,3300,219,0,211.46053,0
2022,Ford,Edge AWD,SUV: Small,2.7,6,AS8,4124,262,0,283.3461,0
2022,Ford,Edge AWD,SUV: Small,2,4,AS8,4124,239,0,233.08733,0
2022,Ford,Edge AWD,SUV: Small,2,4,A8,4124,238,0,233.08733,0
2022,Hyundai,Elantra,Mid-size,2,4,M6,2868,185,0,193.65793,0
2022,Hyundai,Elantra,Mid-size,1.6,4,AM7,2868,179,0,187.9376,0
2022,Hyundai,Elantra,Mid-size,2,4,AV1,2868,158,0,193.65793,0
2022,Hyundai,Elantra (ISG),Mid-size,2,4,AV1,2725,151,0,171.58925,0
2022,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,2965,103,0,199.30302,0
2022,Hyundai,Elantra N,Mid-size,2,4,AM8,2954,241,0,208.6483,0
2022,Hyundai,Elantra N,Mid-size,2,4,M6,2954,223,0,208.6483,0
2022,Buick,Enclave,SUV: Standard,3.6,6,A9,4359,263,0,297.0958,0
2022,Buick,Enclave AWD,SUV: Standard,3.6,6,A9,4359,277,0,297.0958,0
2022,Buick,Encore,SUV: Small,1.4,4,AS6,3237,201,0,197.45029,0
2022,Buick,Encore AWD,SUV: Small,1.4,4,AS6,3237,214,0,197.45029,0
2022,Buick,Encore GX,SUV: Small,1.3,3,AV,3094,185,0,192.43112,0
2022,Buick,Encore GX,SUV: Small,1.2,3,AV,3094,184,0,185.96587,0
2022,Buick,Encore GX AWD,SUV: Small,1.3,3,A9,3094,201,0,192.43112,0
2022,Buick,Envision,SUV: Small,2,4,AS9,3692,209,0,215.99487,0
2022,Buick,Envision AWD,SUV: Small,2,4,AS9,3692,220,0,215.99487,0
2022,Jaguar,E-PACE P250,SUV: Small,2,4,AS9,3924,247,1,222.33153,0
2022,Jaguar,E-PACE P300,SUV: Small,2,4,AS9,4136,245,1,232.87706,0
2022,Chevrolet,Equinox,SUV: Small,1.5,4,A6,3274,198,0,197.79094,0
2022,Chevrolet,Equinox AWD,SUV: Small,1.5,4,A6,3274,208,0,197.79094,0
2022,Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,3780,195,0,203.68378,0
2022,Lexus,ES 300h,Mid-size,2.5,4,AV6,3730,124,0,216.69817,0
2022,Lexus,ES 350,Mid-size,3.5,6,AS8,3690,214,0,272.11566,0
2022,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,3690,219,0,272.11566,0
2022,Cadillac,Escalade 4WD,SUV: Standard,6.2,8,A10,5822,345,0,330.43414,0
2022,Cadillac,Escalade 4WD,SUV: Standard,3,6,A10,5370,281,0,292.62524,0
2022,Cadillac,Escalade 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5822,353,1,330.43414,1
2022,Ford,Escape,SUV: Small,1.5,3,A8,3298,182,0,191.66234,0
2022,Ford,Escape AWD,SUV: Small,2,4,A8,3298,216,0,210.48123,0
2022,Ford,Escape AWD,SUV: Small,1.5,3,A8,3298,198,0,191.66234,0
2022,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,3491,136,0,195.71346,0
2022,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,3491,139,0,195.71346,0
2022,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,5623,304,0,323.40305,0
2022,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,5623,317,0,323.40305,0
2022,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6,AS10,5623,317,0,323.40305,0
2022,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,5692,326,0,326.2525,1
2022,Ford,Explorer AWD,SUV: Standard,3,6,A10,4345,277,0,296.2959,0
2022,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,4345,242,0,260.30542,0
2022,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4,A10,4437,252,0,259.956,0
2022,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,5076,225,0,293.93958,0
2022,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,4437,269,0,259.956,0
2022,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4,AS10,4437,277,0,259.956,0
2022,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,4428,275,0,297.10532,0
2022,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,4171,256,0,288.44318,0
2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,4171,282,0,288.44318,0
2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4428,281,0,297.10532,0
2022,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,4690,284,0,284.5796,0
2022,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,4441,274,0,300.15448,0
2022,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4690,304,0,284.5796,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS10,4650,304,0,304.30634,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS10,4650,304,0,304.30634,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS10,4650,301,0,304.30634,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5,8,AS10,4650,301,0,304.30634,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,4363,277,0,283.9579,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,4363,277,0,283.9579,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,4363,256,0,283.9579,0
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,4363,256,0,283.9579,0
2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4650,308,0,304.30634,0
2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4650,308,0,304.30634,0
2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4650,295,0,304.30634,0
2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4650,295,0,304.30634,0
2022,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,4396,300,0,306.52072,0
2022,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,4396,300,0,306.52072,0
2022,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,4396,298,0,306.52072,0
2022,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,4396,298,0,306.52072,0
2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,4122,260,0,282.03784,0
2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,4122,260,0,282.03784,0
2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,4122,249,0,282.03784,0
2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,4122,249,0,282.03784,0
2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4396,302,0,306.52072,0
2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4396,302,0,306.52072,0
2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4396,289,0,306.52072,0
2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,4396,289,0,306.52072,0
2022,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,4616,228,0,286.79843,0
2022,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,5016,238,0,312.02438,0
2022,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,4860,359,1,263.71753,0
2022,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4860,370,1,263.71753,0
2022,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,4860,344,0,263.71753,0
2022,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4860,357,1,263.71753,0
2022,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,4690,310,0,284.5796,0
2022,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4690,313,0,284.5796,0
2022,Bentley,Flying Spur,Mid-size,6,12,AM8,5137,373,0,368.67365,0
2022,Bentley,Flying Spur,Mid-size,4,8,AM8,5137,323,0,319.87445,0
2022,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,3528,192,0,205.40747,0
2022,Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,3620,210,0,198.71735,0
2022,Kia,Forte,Mid-size,1.6,4,AM7,3968,184,0,177.23294,0
2022,Kia,Forte,Mid-size,2,4,M6,3792,178,0,229.31294,0
2022,Kia,Forte,Mid-size,2,4,AV,3792,165,0,229.31294,0
2022,Kia,Forte 5,Full-size,1.6,4,AM7,3120,190,0,155.3962,0
2022,Kia,Forte 5,Full-size,2,4,AV,3120,169,0,208.36638,0
2022,Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,4508,266,0,306.10907,0
2022,Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,4512,288,0,303.8113,0
2022,Jaguar,F-TYPE P450 Convertible,Two-seater,5,8,AS8,3785,286,0,297.183,0
2022,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5,8,AS8,5378,299,1,338.36353,1
2022,Jaguar,F-TYPE P450 Coupe,Two-seater,5,8,AS8,3760,286,0,297.3472,1
2022,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5,8,AS8,3760,299,1,297.3472,1
2022,Jaguar,F-TYPE R Convertible AWD,Two-seater,5,8,AS8,3887,299,0,291.8453,0
2022,Jaguar,F-TYPE R Coupe AWD,Two-seater,5,8,AS8,3843,299,0,296.61694,0
2022,Genesis,G70 AWD,Compact,3.3,6,AS8,3516,273,0,295.88388,1
2022,Genesis,G80 AWD,Full-size,3.5,6,AS8,3957,298,0,274.35403,0
2022,Genesis,G80 AWD,Full-size,2.5,4,AS8,3957,225,0,240.54182,0
2022,Genesis,G90 AWD,Full-size,5,8,AS8,4663,303,0,309.36136,0
2022,Maserati,Ghibli GT,Mid-size,3,6,A8,4140,271,0,301.74823,0
2022,Maserati,Ghibli Modena,Mid-size,3,6,A8,3990,271,0,302.83298,0
2022,Maserati,Ghibli Modena AWD,Mid-size,3,6,A8,3990,293,0,302.83298,0
2022,Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,4453,348,0,326.53232,0
2022,Rolls-Royce,Ghost,Full-size,6.7,12,AS8,5445,387,0,361.49554,0
2022,Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,5445,387,0,361.49554,0
2022,Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,5445,387,0,361.49554,0
2022,Alfa Romeo,Giulia,Mid-size,2,4,A8,3521,205,0,223.40967,0
2022,Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,3632,217,0,204.28104,0
2022,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,3806,271,0,288.5186,0
2022,Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2,4,AM8,3494,210,0,229.32697,0
2022,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,4650,296,0,308.00974,0
2022,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,5071,290,0,306.54874,0
2022,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,4971,263,0,288.8736,0
2022,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3,6,A8,4989,271,0,309.42264,0
2022,Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2,4,AM8,3494,224,0,229.32697,0
2022,Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2,4,A9,4028,237,0,227.01804,0
2022,Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2,4,A9,3977,242,0,220.84071,0
2022,Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2,4,A9,4718,250,0,251.2673,0
2022,Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3,6,A9,5016,247,0,309.42264,0
2022,Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3,6,A9,5016,244,0,309.42264,0
2022,Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3,6,A9,5016,269,0,309.42264,0
2022,Volkswagen,Golf GTI,Mid-size,2,4,M6,3113,198,0,199.69812,0
2022,Volkswagen,Golf GTI,Mid-size,2,4,AM7,3190,194,0,210.13373,0
2022,Volkswagen,Golf R,Mid-size,2,4,M6,3417,237,1,212.89659,0
2022,Volkswagen,Golf R,Mid-size,2,4,AM7,3481,213,0,182.27016,0
2022,Toyota,GR 86,Minicompact,2.4,4,M6,2800,246,1,226.30838,0
2022,Toyota,GR 86,Minicompact,2.4,4,AS6,2800,224,0,226.30838,0
2022,Toyota,GR Supra 2.0,Two-seater,2,4,AS8,3181,195,0,208.90878,0
2022,Toyota,GR Supra 3.0,Two-seater,3,6,AS8,3400,218,0,258.10614,0
2022,Chrysler,Grand Caravan,Minivan,3.6,6,A9,4330,249,0,284.47305,0
2022,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,4721,331,0,304.72183,0
2022,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,4365,256,0,297.0958,0
2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,4997,331,0,329.05478,1
2022,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,4658,266,0,308.00974,0
2022,Jeep,Grand Cherokee WK 4X4,SUV: Standard,3.6,6,A8,4513,265,0,302.8955,0
2022,Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8,A8,6420,374,1,369.87198,1
2022,Ford,GT,Two-seater,3.5,6,AM7,3705,395,1,274.91876,0
2022,Genesis,GV70 AWD,SUV: Small,3.5,6,AS8,4167,275,0,283.71106,0
2022,Genesis,GV70 AWD,SUV: Small,2.5,4,AS8,4167,229,0,227.39673,0
2022,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,4707,279,0,315.0203,0
2022,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,4707,248,0,242.72638,0
2022,Lexus,GX 460,SUV: Standard,4.6,8,AS6,5130,337,1,349.19162,1
2022,Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,4450,241,0,303.8499,0
2022,Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,1565,158,0,221.97598,0
2022,Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,1570,156,0,221.97598,0
2022,Honda,HR-V,Station wagon: Small,1.8,4,AV,2906,181,0,188.14908,0
2022,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,2906,200,0,188.14908,0
2022,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,2906,193,0,188.14908,0
2022,Lamborghini,Huracan evo Coupe,Two-seater,5.2,10,AM7,3419,371,0,345.41394,0
2022,Lamborghini,Huracan evo Coupe AWD,Two-seater,5.2,10,AM7,3419,370,0,345.41394,0
2022,Lamborghini,Huracan evo Spyder,Two-seater,5.2,10,AM7,3611,371,0,338.393,0
